Text,Religious#Icon,Religious#Practices,Religious#Place,God,Religious#Group
"উজবেকিস্তান এশীয় ও মুসলিম দেশ হলেও, বাংলাদেশের মতো ভন্ড মুসলিম দেশ নয়। ওরা ইউরোপীয়দের মতো অনেক সচেতন ও উন্নত মানসিকতার।",2,2,1,2,1
"নিশ্চয়ই মানুষ ক্ষতিগ্রস্থ, কিন্তু তারা ব্যাতিত, যারা ঈমান আনে, সৎকর্ম করে, সৎকাজের উপদেশ প্রদান করে এবং ধৈর্যধারনের উপদেশ দেয়। সুরা আছর(২-৩)",2,1,2,2,2
প্রতিটি মুসলিম দেশ পরস্পর পরস্পরের সহযোগী হওয়া প্রয়োজন। পারস্পরিক সৌহার্দ্যপূর্ণ সম্পর্ক অটুট রাখার জন্য প্রয়োজনে এক মুসলিম দেশ আরেক মুসলিম দেশের সাথে খাবারের প্লেট শেয়ার করে খাবে সব মুসলিম দেশ অন্য মুসলিম দেশের এবং দেশের জনগণের স্বার্থের কথা পারস্পরিক আলাপ আলোচনার মাধ্যমে সমাধান করবে। একটু ছাড় দেয়ার মানসিকতা রেখে সবাই ভাই ভাইয়ের মতো সম্পর্ক রাখবে। আল্লাহ পাক সকল যালেম শাসক থেকে প্রতিটি মুসলিম দেশকে রক্ষা করুক,2,2,1,2,1
বিশ্বের সবচেয়ে বড় স্থল বেষ্টিত রাষ্ট্র হচ্ছে কাজাখস্তান। উজবেকিস্তান হচ্ছে ডাবল ল্যান্ড লক কান্ট্রি। ডাবল ল্যান্ড লক কান্ট্রি মাত্র দুটি এর মাঝে উজবেকিস্তান বড়,2,2,1,2,1
উজবেকিস্তানে সবচেয়ে প্রভাবশালী তুরস্ক নিয়ে আপনার কোন আলোচনা ই পেলাম না,2,2,1,2,2
"মুসলিমরা যেমন গরু মুরগি,ছাগল হত্যা করে মাংস খায়,তাদের কাছে শুকর অপবিএ তাই খায় না",2,1,2,2,1
"যার ধর্ম সে পালন করবে, যার যা রুচি সে সেটা খাবে, আমার পাহাড়ি ভাইদের প্রতি অগাধ ভালোবাসা,,",2,1,2,2,2
আমরা যারা মুসলিম পরিবারে জন্ম নিয়েছিলাম আমাদেরকে ছোট বেলায় শিক্ষা দেওয়া হয়েছিল সাপ-শুকুর এগুলো অখাদ্য বা খাওয়া নিষিদ্ধ। ,2,1,2,2,1
"একটা ধর্মের মানুষ তার খাবার, ঐতিহ্য যেটা সে সেটাই পালন করবে তাই না? আমি মুসলিম আমি ঈদের সময় ঈদ পালন করি রোজার সময় রোজা রাখি.. যে যার ধর্ম পালন করুক এতে খারাপ রিয়েক্ট দেয়ার কিছুই নাই",2,1,2,2,1
ভাই এগুলা আপনাদের রুচিতে কি ভাবে ধরে?মহান রব্বুল আলামীনের কাছে লাখো শুকরিয়া আমাকে মুসলিম বানিয়েছেন আলহামদুলিল্লাহ,2,1,2,1,1
আলহামদুলিল্লাহ আমরা মুসলিম অনেক ভালো খাবার খাই যেটা আমরা হালাল হিসেবে গ্রহণ করি,2,1,2,2,1
আলহামদুলিল্লাহ আবার ও বলি আলহামদুলিল্লাহ কারণ আমি ইসলাম ধর্মের মানুষ। আল্লাহ গো দেখেই ঘিন্না করছে কি সব খাবার আমাদের ধর্মে এসব জঘন্য খাবার কেউ খায়না,2,3,2,2,1
 যা আমাদের জন্য হারাম তা আমরা মেনে চলি। অন্যকে কষ্ট দিয়ে কথা বলার পক্ষে ইসলাম কখনো সমর্থন করে না।,2,1,2,2,1
এরা এগুলা কি খায় আল্লাহর কাছে লাখো কোটি শুকরিয়া যে আল্লাহ্ আমাকে মুসলিম পরিবার এ জন্মগ্রহন করায়ছে,2,3,2,1,1
"কী মধুর একটি বাক্য 

লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাঃ 

নবীজির সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম এর ভবিষ্যৎ বাণী এক এক করে সব সত্যি হয়ে যাচ্ছে । এ থেকে বোঝা যাচ্ছে যে কেয়ামত আর বেশি দূরে না",2,2,2,2,2
যদিও অনেক কিছুই আমাদের জন্য হারাম তবুও অন্য জাতির এইসব ট্রেডিশনাল ভিডিও দেখতে খুব ভালো লাগে,2,1,2,2,2
