Text,Religious#Icon,Religious#Practice,Religious#Place,God,Religious#Community
আমরা যারা মুসলিম পরিবারে জন্ম নিয়েছিলাম আমাদেরকে ছোট বেলায় শিক্ষা দেওয়া হয়েছিল সাপ-শুকুর এগুলো অখাদ্য বা খাওয়া নিষিদ্ধ। ,2,1,2,2,1
"একটা ধর্মের মানুষ তার খাবার, ঐতিহ্য যেটা সে সেটাই পালন করবে তাই না? আমি মুসলিম আমি ঈদের সময় ঈদ পালন করি রোজার সময় রোজা রাখি.. যে যার ধর্ম পালন করুক এতে খারাপ রিয়েক্ট দেয়ার কিছুই নাই",2,1,2,2,1
ভাই এগুলা আপনাদের রুচিতে কি ভাবে ধরে?মহান রব্বুল আলামীনের কাছে লাখো শুকরিয়া আমাকে মুসলিম বানিয়েছেন আলহামদুলিল্লাহ,2,1,2,1,1
আলহামদুলিল্লাহ আমরা মুসলিম অনেক ভালো খাবার খাই যেটা আমরা হালাল হিসেবে গ্রহণ করি,2,1,2,2,1
আলহামদুলিল্লাহ আবার ও বলি আলহামদুলিল্লাহ কারণ আমি ইসলাম ধর্মের মানুষ। আল্লাহ গো দেখেই ঘিন্না করছে কি সব খাবার আমাদের ধর্মে এসব জঘন্য খাবার কেউ খায়না,2,3,2,2,1
 যা আমাদের জন্য হারাম তা আমরা মেনে চলি। অন্যকে কষ্ট দিয়ে কথা বলার পক্ষে ইসলাম কখনো সমর্থন করে না।,2,1,2,2,1
এরা এগুলা কি খায় আল্লাহর কাছে লাখো কোটি শুকরিয়া যে আল্লাহ্ আমাকে মুসলিম পরিবার এ জন্মগ্রহন করায়ছে,2,3,2,1,1
নবীজির সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম এর ভবিষ্যৎ বাণী এক এক করে সব সত্যি হয়ে যাচ্ছে । এ থেকে বোঝা যাচ্ছে যে কেয়ামত আর বেশি দূরে না,1,2,2,2,2
যদিও অনেক কিছুই আমাদের জন্য হারাম তবুও অন্য জাতির এইসব ট্রেডিশনাল ভিডিও দেখতে খুব ভালো লাগে,2,1,2,2,2
আমি মুসলিম আমি গর্বিত। আল্লাহ যেন এসব খাবার থেকে দূরে রাখে। শুকর মাংস খাওয়া আর মায়ের মাংস খাওয়া এক ই,2,1,2,2,1
"আপনারা যারা মুসলিম ভাই বোন আছেন তারা এই সব খাবার না খেলে ইগ্নোর করেন,আজে বাজে কমেন্ট করে অন্য মানুষের মনে কষ্ট দিয়ে তো লাভ নাই। শুভ কামনা সবার জন্য 🤍🤍",2,2,2,2,1
"যার যার ধর্ম, কৃষ্টি কালচার তার তার কাছে। অন্যের খাবার দেখে হাসির কি আছে আমি বুঝি না।",2,2,2,2,1
আল্লাহ তায়ালা সূরা মায়েদার প্রথম আয়াতে বলছে এসব মাংস খাওয়া হারাম।,2,1,2,1,2
"ভাগ্যিস মুসলিম হয়ে জন্মেছিলাম,নয়তো এসব অখাদ্য কুখাদ্য খেতে হতো",2,3,2,2,1
" অন্য ধর্মের মানুষরা নিজেদের মতো নিজেদের কালচার পালন করছে সেখানে এসে তাদের ছোট করবো তাদের উপর রাগ করবো এই শিক্ষা তো ইসলাম আমাকে দেয়নাই,আপনারা কোন ইসলাম ফলো করেন?",2,1,2,2,1
যেসব খাবারে রয়েছে সাস্থ্যের' ঝুঁকি সেসব খাবার কে ইসলাম নিষিদ্ধ অর্থাৎ হারাম ঘোষণা করেছে।,2,1,2,2,1
"এটা বাংলাদেশ, ভারত নয়,,,তাদের যা খুশি তারা খাক,,,,ওরা আমাদের দেশের মানুষ,,,, এদেশের নাগরিক,,,, আমরা ককট্টরপন্থী ধর্মীয় চাপ সৃষ্টি করতে চাইনা,,",2,1,1,2,2
এটা থেকে প্রমাণিত হয় যে ইসলাম ধর্ম থেকে কোন ধর্মের শ্রেষ্ঠ নায়।,2,2,2,2,1
আল্লাহ তায়ালা তোমাদের হেদায়েত দান করুক ইসলামের পথে আসুন এবং মুসলিম খাবার খান,2,1,2,1,1
আল্লাহর কাছে শুকরিয়া আমাকে মুসলমান বানানোর জন্য আমরা নবীর উম্মত আমরা হারাম খাদ্য খাই না হারাম ভক্ষণকারী বেহেশতে প্রবেশ করিবে না,2,1,2,1,1
