Text,Religious#Icon,Religious#Practices,Religious#Place,God,Religious#Group
আরব দেশ গুলো ইচ্ছা করলে সন্ত্রাসী ইসরাইল থেকে স্বাধীন ফিলিস্তিন কে মুক্ত করতে পারে,2,2,1,2,2
ভয় নয়....আল্লাহর উপর আস্থা রেখে আপনি আপনার গন্তব্যে পৌঁছাতে চেষ্টা করে যান ইনশাআল্লাহ বিজয় বেশেই আপনি একদিন ঘরে ফিরবেন....আমরা আপনার জন্য দোয়া করি....!,2,2,2,1,2
এই যুদ্ধের সমাপ্তি মানেই কেয়ামতের আলামত,2,2,2,2,2
মানব কল্যাণে সারা বিশ্বে অতিদ্রুতই ধর্ম নিয়ে রাজনীতি বা ব্যবসার সমাপ্তি প্রয়োজন।,2,1,2,2,2
ভবিৎষ্যতে ইসলামী খিলাফাত প্রতিষ্ঠার জন্য আরব বসন্তের গুরুত্ব অপরিসীম।,2,1,2,2,2
আমরা ভারতবর্ষ তুলনামূলক ভালো ও শান্তিতেই আছি।(পাকিস্তান বাদে),2,2,1,2,2
মহাকাশ গবেষণায় মুসলিমরা এগিয়ে যাক এই প্রত্যাশা করি,2,2,2,2,1
মধ্য এশিয়ার মুসলিম দেশ উজবেকিস্তান আঞ্চলিক পরাশক্তি হয়ে উঠছে |,2,2,1,2,2
যত দিন এগোচ্ছে ধীরে ধীরে মুসলিম দেশগুলো আবারও অর্থনৈতিক সামরিক ও কূটনৈতিকভাবে শক্তিশালী হয়ে উঠছে এটা আমাদের মুসলিমদের জন্য বড় সুখবর,2,2,1,2,1
যারা যারা চান মুসলমানরা পরাশক্তি হয়ে উঠুক তারা লাইক দিয়ে যাবেন।,2,2,2,2,1
ইমাম আল বুখারীর কবর উজবেকিস্থানের সমরখন্দে । যিনি ইসলাম ধর্মে অনেক গুরুত্বপূর্ণ মানুষরে মধ্যে একজন।,1,2,2,2,1
"উজবেকিস্তান এশীয় ও মুসলিম দেশ হলেও, বাংলাদেশের মতো ভন্ড মুসলিম দেশ নয়। ওরা ইউরোপীয়দের মতো অনেক সচেতন ও উন্নত মানসিকতার।",2,2,1,2,1
"নিশ্চয়ই মানুষ ক্ষতিগ্রস্থ, কিন্তু তারা ব্যাতিত, যারা ঈমান আনে, সৎকর্ম করে, সৎকাজের উপদেশ প্রদান করে এবং ধৈর্যধারনের উপদেশ দেয়। সুরা আছর(২-৩)",2,1,2,2,2
প্রতিটি মুসলিম দেশ পরস্পর পরস্পরের সহযোগী হওয়া প্রয়োজন। পারস্পরিক সৌহার্দ্যপূর্ণ সম্পর্ক অটুট রাখার জন্য প্রয়োজনে এক মুসলিম দেশ আরেক মুসলিম দেশের সাথে খাবারের প্লেট শেয়ার করে খাবে সব মুসলিম দেশ অন্য মুসলিম দেশের এবং দেশের জনগণের স্বার্থের কথা পারস্পরিক আলাপ আলোচনার মাধ্যমে সমাধান করবে। একটু ছাড় দেয়ার মানসিকতা রেখে সবাই ভাই ভাইয়ের মতো সম্পর্ক রাখবে। আল্লাহ পাক সকল যালেম শাসক থেকে প্রতিটি মুসলিম দেশকে রক্ষা করুক,2,2,1,2,1
বিশ্বের সবচেয়ে বড় স্থল বেষ্টিত রাষ্ট্র হচ্ছে কাজাখস্তান। উজবেকিস্তান হচ্ছে ডাবল ল্যান্ড লক কান্ট্রি। ডাবল ল্যান্ড লক কান্ট্রি মাত্র দুটি এর মাঝে উজবেকিস্তান বড়,2,2,1,2,1
উজবেকিস্তানে সবচেয়ে প্রভাবশালী তুরস্ক নিয়ে আপনার কোন আলোচনা ই পেলাম না,2,2,1,2,2
"মুসলিমরা যেমন গরু মুরগি,ছাগল হত্যা করে মাংস খায়,তাদের কাছে শুকর অপবিএ তাই খায় না",2,1,2,2,1
"যার ধর্ম সে পালন করবে, যার যা রুচি সে সেটা খাবে, আমার পাহাড়ি ভাইদের প্রতি অগাধ ভালোবাসা,,",2,1,2,2,2
আমরা যারা মুসলিম পরিবারে জন্ম নিয়েছিলাম আমাদেরকে ছোট বেলায় শিক্ষা দেওয়া হয়েছিল সাপ-শুকুর এগুলো অখাদ্য বা খাওয়া নিষিদ্ধ। ,2,1,2,2,1
"একটা ধর্মের মানুষ তার খাবার, ঐতিহ্য যেটা সে সেটাই পালন করবে তাই না? আমি মুসলিম আমি ঈদের সময় ঈদ পালন করি রোজার সময় রোজা রাখি.. যে যার ধর্ম পালন করুক এতে খারাপ রিয়েক্ট দেয়ার কিছুই নাই",2,1,2,2,1
